state,year,chamber,coalition_label,classification,n_parties,orig_seats,disagg_sum,seat_check_ok
AGUASCALIENTES,1986,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,12,12,True
AGUASCALIENTES,1986,1,PARTIDO ACCION NACIONAL,exact_match,1,2,2,True
AGUASCALIENTES,1986,1,PARTIDO SOCIALISTA DE LOS TRABAJADORES,exact_match,1,1,1,True
AGUASCALIENTES,1986,1,PARTIDO DEMOCRATA MEXICANO,exact_match,1,1,1,True
AGUASCALIENTES,1986,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
AGUASCALIENTES,1986,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
AGUASCALIENTES,1986,1,PARTIDO MEXICANO DE LOS TRABAJADORES,exact_match,1,0,0,True
AGUASCALIENTES,1986,1,PARTIDO SOCIALISTA UNIFICADO DE MEXICO,exact_match,1,0,0,True
AGUASCALIENTES,1989,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,12,12,True
AGUASCALIENTES,1989,1,PARTIDO ACCION NACIONAL,exact_match,1,3,3,True
AGUASCALIENTES,1989,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,1,1,True
AGUASCALIENTES,1989,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
AGUASCALIENTES,1989,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
AGUASCALIENTES,1989,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
AGUASCALIENTES,1992,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,20,20,True
AGUASCALIENTES,1992,1,PARTIDO ACCION NACIONAL,exact_match,1,1,1,True
AGUASCALIENTES,1992,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,1,1,True
AGUASCALIENTES,1992,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,1,1,True
AGUASCALIENTES,1992,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,1992,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,1,1,True
AGUASCALIENTES,1995,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
AGUASCALIENTES,1995,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,11,11,True
AGUASCALIENTES,1995,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,1995,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
AGUASCALIENTES,1995,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,1,1,True
AGUASCALIENTES,1995,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
AGUASCALIENTES,1998,1,PARTIDO ACCION NACIONAL,exact_match,1,16,16,True
AGUASCALIENTES,1998,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,10,10,True
AGUASCALIENTES,1998,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,1998,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
AGUASCALIENTES,1998,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
AGUASCALIENTES,2001,1,PARTIDO ACCION NACIONAL,exact_match,1,10,10,True
AGUASCALIENTES,2001,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,12,12,True
AGUASCALIENTES,2001,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,2001,1,PARTIDO DEL TRABAJO,exact_match,1,2,2,True
AGUASCALIENTES,2001,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,2,2,True
AGUASCALIENTES,2001,1,CONVERGENCIA,exact_match,1,0,0,True
AGUASCALIENTES,2001,1,PARTIDO ALIANZA SOCIAL,exact_match,1,0,0,True
AGUASCALIENTES,2001,1,PARTIDO DE LA SOCIEDAD NACIONALISTA,exact_match,1,0,0,True
AGUASCALIENTES,2004,1,PARTIDO ACCION NACIONAL,exact_match,1,18,18,True
AGUASCALIENTES,2004,1,PRI-PT-PVEM,coalition_n,3,8,8,True
AGUASCALIENTES,2004,1,PRD-C,coalition_n,2,2,2,True
AGUASCALIENTES,2007,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,14,14,True
AGUASCALIENTES,2007,1,PAN-NA,coalition_1,1,9,9,True
AGUASCALIENTES,2007,1,CONVERGENCIA,exact_match,1,2,2,True
AGUASCALIENTES,2007,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
AGUASCALIENTES,2007,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,2007,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
AGUASCALIENTES,2007,1,PARTIDO ALTERNATIVA SOCIALDEMOCRATA,exact_match,1,0,0,True
AGUASCALIENTES,2010,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,14,14,True
AGUASCALIENTES,2010,1,PARTIDO ACCION NACIONAL,exact_match,1,4,4,True
AGUASCALIENTES,2010,1,NUEVA ALIANZA,exact_match,1,4,4,True
AGUASCALIENTES,2010,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,2010,1,CONVERGENCIA,exact_match,1,1,1,True
AGUASCALIENTES,2010,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
AGUASCALIENTES,2010,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,2,2,True
AGUASCALIENTES,2010,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
AGUASCALIENTES,2013,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,12,12,True
AGUASCALIENTES,2013,1,PARTIDO ACCION NACIONAL,exact_match,1,7,7,True
AGUASCALIENTES,2013,1,NUEVA ALIANZA,exact_match,1,2,2,True
AGUASCALIENTES,2013,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
AGUASCALIENTES,2013,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
AGUASCALIENTES,2013,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,2,2,True
AGUASCALIENTES,2013,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,2,2,True
AGUASCALIENTES,2016,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
AGUASCALIENTES,2016,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,6,6,True
AGUASCALIENTES,2016,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
AGUASCALIENTES,2016,1,NUEVA ALIANZA,exact_match,1,3,3,True
AGUASCALIENTES,2016,1,MORENA,abbreviation,1,1,1,True
AGUASCALIENTES,2016,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,2,2,True
AGUASCALIENTES,2016,1,PARTIDO ENCUENTRO SOCIAL,exact_match,1,1,1,True
AGUASCALIENTES,2016,1,MOVIMIENTO CIUDADANO,exact_match,1,0,0,True
AGUASCALIENTES,2016,1,CANDIDATOS INDEPENDIENTES,exact_match,1,0,0,True
AGUASCALIENTES,2016,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
AGUASCALIENTES,2018,1,PARTIDO ACCION NACIONAL,exact_match,1,14,14,True
AGUASCALIENTES,2018,1,MORENA,exact_match,1,5,5,True
AGUASCALIENTES,2018,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,3,3,True
AGUASCALIENTES,2018,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
AGUASCALIENTES,2018,1,NUEVA ALIANZA,exact_match,1,1,1,True
AGUASCALIENTES,2018,1,PARTIDO DEL TRABAJO,exact_match,1,2,2,True
AGUASCALIENTES,2018,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
AGUASCALIENTES,2018,1,PARTIDO ENCUENTRO SOCIAL,exact_match,1,1,1,True
AGUASCALIENTES,2018,1,MOVIMIENTO CIUDADANO,exact_match,1,0,0,True
AGUASCALIENTES,2018,1,CANDIDATOS INDEPENDIENTES,exact_match,1,0,0,True
AGUASCALIENTES,2021,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
AGUASCALIENTES,2021,1,MORENA,exact_match,1,6,6,True
AGUASCALIENTES,2021,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,1,1,True
AGUASCALIENTES,2021,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
AGUASCALIENTES,2021,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
AGUASCALIENTES,2021,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,4,4,True
AGUASCALIENTES,2021,1,FUERZA POR MEXICO,exact_match,1,0,0,True
AGUASCALIENTES,2021,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
AGUASCALIENTES,2021,1,PARTIDO LIBRE DE AGUASCALIENTES,exact_match,1,0,0,True
AGUASCALIENTES,2021,1,NUEVA ALIANZA,abbreviation,1,0,0,True
AGUASCALIENTES,2021,1,PARTIDO ENCUENTRO SOLIDARIO,exact_match,1,0,0,True
AGUASCALIENTES,2021,1,REDES SOCIALES PROGRESISTAS,exact_match,1,0,0,True
AGUASCALIENTES,2021,1,CANDIDATOS INDEPENDIENTES,exact_match,1,0,0,True
AGUASCALIENTES,2024,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
AGUASCALIENTES,2024,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,1,1,True
AGUASCALIENTES,2024,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,4,4,True
AGUASCALIENTES,2024,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
AGUASCALIENTES,2024,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
AGUASCALIENTES,2024,1,MOVIMIENTO CIUDADANO,exact_match,1,1,2,False
AGUASCALIENTES,2024,1,MORENA,exact_match,1,7,7,True
AGUASCALIENTES,2024,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO ACCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO SOCIALISTA UNIFICADO DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO DEMOCRATA MEXICANO,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO SOCIALISTA DE LOS TRABAJADORES,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,PARTIDO MEXICANO DE LOS TRABAJADORES,exact_match,1,0,0,True
BAJA CALIFORNIA,1986,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,1989,1,PARTIDO ACCION NACIONAL,exact_match,1,9,9,True
BAJA CALIFORNIA,1989,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,6,6,True
BAJA CALIFORNIA,1989,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA,1989,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,1,1,True
BAJA CALIFORNIA,1989,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,1,1,True
BAJA CALIFORNIA,1989,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,1,1,True
BAJA CALIFORNIA,1989,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,1992,1,PARTIDO ACCION NACIONAL,exact_match,1,9,9,True
BAJA CALIFORNIA,1992,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,6,6,True
BAJA CALIFORNIA,1992,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,4,4,True
BAJA CALIFORNIA,1992,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA,1992,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA,1992,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
BAJA CALIFORNIA,1995,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,11,11,True
BAJA CALIFORNIA,1995,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA,1995,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,PARTIDO DE LA REVOLUCION SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,PARTIDO PROGRESISTA DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,1995,1,OTROS,exact_match,1,0,0,True
BAJA CALIFORNIA,1998,1,PARTIDO ACCION NACIONAL,exact_match,1,11,11,True
BAJA CALIFORNIA,1998,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,11,11,True
BAJA CALIFORNIA,1998,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,3,3,True
BAJA CALIFORNIA,1998,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,1998,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
BAJA CALIFORNIA,1998,1,PARTIDO DE LA REVOLUCION SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA,1998,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,1998,1,PARTIDO PROGRESISTA DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,2001,1,PAN-PVEM,coalition_n,2,13,13,True
BAJA CALIFORNIA,2001,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,9,9,True
BAJA CALIFORNIA,2001,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,3,3,True
BAJA CALIFORNIA,2001,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
BAJA CALIFORNIA,2001,1,C-PAS,coalition_1,1,0,0,True
BAJA CALIFORNIA,2001,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,2004,1,PARTIDO ACCION NACIONAL,exact_match,1,12,12,True
BAJA CALIFORNIA,2004,1,PRI-PT-PVEM-PBC,coalition_n,3,10,10,True
BAJA CALIFORNIA,2004,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,3,3,True
BAJA CALIFORNIA,2004,1,CONVERGENCIA,exact_match,1,0,0,True
BAJA CALIFORNIA,2007,1,PAN-NA-PES,coalition_n,3,13,13,True
BAJA CALIFORNIA,2007,1,PRI-PVEM-PBC,coalition_n,2,11,11,True
BAJA CALIFORNIA,2007,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA,2007,1,PT-C,coalition_1,1,0,0,True
BAJA CALIFORNIA,2007,1,PARTIDO ALTERNATIVA SOCIALDEMOCRATA,exact_match,1,0,0,True
BAJA CALIFORNIA,2010,1,PAN-NA,coalition_n,2,8,8,True
BAJA CALIFORNIA,2010,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,1,1,True
BAJA CALIFORNIA,2010,1,PRI-PVEM,coalition_n,2,14,14,True
BAJA CALIFORNIA,2010,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA,2010,1,PT-C,coalition_1,1,1,1,True
BAJA CALIFORNIA,2013,1,PAN-PRD-NA-PBC,coalition_n,4,12,12,True
BAJA CALIFORNIA,2013,1,PRI-PT-PVEM-PES,coalition_n,4,11,11,True
BAJA CALIFORNIA,2013,1,MOVIMIENTO CIUDADANO,exact_match,1,2,2,True
BAJA CALIFORNIA,2016,1,PARTIDO ACCION NACIONAL,exact_match,1,13,13,True
BAJA CALIFORNIA,2016,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,5,5,True
BAJA CALIFORNIA,2016,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA,2016,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
BAJA CALIFORNIA,2016,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,1,1,True
BAJA CALIFORNIA,2016,1,NUEVA ALIANZA,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,PARTIDO ENCUENTRO SOCIAL,exact_match,1,1,1,True
BAJA CALIFORNIA,2016,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
BAJA CALIFORNIA,2016,1,MORENA,exact_match,1,2,2,True
BAJA CALIFORNIA,2016,1,PARTIDO PENINSULAR DE LAS CALIFORNIAS,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,PARTIDO MUNICIPALISTA DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,HUMANISTA,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,2016,1,CANDIDATOS INDEPENDIENTES,exact_match,1,0,0,True
BAJA CALIFORNIA,2019,1,PARTIDO ACCION NACIONAL,exact_match,1,3,3,True
BAJA CALIFORNIA,2019,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,1,1,True
BAJA CALIFORNIA,2019,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,2,2,True
BAJA CALIFORNIA,2019,1,PARTIDO DEL TRABAJO,exact_match,1,0,0,True
BAJA CALIFORNIA,2019,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,2019,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,1,1,True
BAJA CALIFORNIA,2019,1,TRANSFORMEMOS,exact_match,1,0,0,True
BAJA CALIFORNIA,2019,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
BAJA CALIFORNIA,2019,1,MORENA,exact_match,1,17,17,True
BAJA CALIFORNIA,2019,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,2019,1,CANDIDATOS INDEPENDIENTES,exact_match,1,0,0,True
BAJA CALIFORNIA,2021,1,MORENA,exact_match,1,13,13,True
BAJA CALIFORNIA,2021,1,PARTIDO ENCUENTRO SOLIDARIO,exact_match,1,3,3,True
BAJA CALIFORNIA,2021,1,PARTIDO ACCION NACIONAL,exact_match,1,3,3,True
BAJA CALIFORNIA,2021,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,1,1,True
BAJA CALIFORNIA,2021,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
BAJA CALIFORNIA,2021,1,PARTIDO DE BAJA CALIFORNIA,exact_match,1,0,0,True
BAJA CALIFORNIA,2021,1,FUERZA POR MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA,2021,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
BAJA CALIFORNIA,2021,1,PARTIDO DEL TRABAJO,exact_match,1,3,3,True
BAJA CALIFORNIA,2021,1,REDES SOCIALES PROGRESISTAS,exact_match,1,0,0,True
BAJA CALIFORNIA,2021,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
BAJA CALIFORNIA,2021,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA,2024,1,MORENA,exact_match,1,15,15,True
BAJA CALIFORNIA,2024,1,PARTIDO ENCUENTRO SOLIDARIO,exact_match,1,1,1,True
BAJA CALIFORNIA,2024,1,PARTIDO ACCION NACIONAL,exact_match,1,3,3,True
BAJA CALIFORNIA,2024,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,1,1,True
BAJA CALIFORNIA,2024,1,MOVIMIENTO CIUDADANO,exact_match,1,1,1,True
BAJA CALIFORNIA,2024,1,FUERZA POR MEXICO,exact_match,1,1,1,True
BAJA CALIFORNIA,2024,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,2,2,True
BAJA CALIFORNIA,2024,1,PARTIDO DEL TRABAJO,exact_match,1,1,1,True
BAJA CALIFORNIA,2024,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
BAJA CALIFORNIA,2024,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,12,12,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO ACCION NACIONAL,exact_match,1,2,2,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO SOCIALISTA UNIFICADO DE MEXICO,exact_match,1,1,1,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO SOCIALISTA DE LOS TRABAJADORES,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1987,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,15,15,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO ACCION NACIONAL,exact_match,1,3,3,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO DEMOCRATICO SUDCALIFORNIANO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1990,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,8,8,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO ACCION NACIONAL,exact_match,1,7,7,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO REVOLUCIONARIO DE LOS TRABAJADORES,abbreviation,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO DEMOCRATICO SUDCALIFORNIANO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1993,1,PARTIDO DEMOCRATA MEXICANO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,11,11,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO ACCION NACIONAL,exact_match,1,6,6,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO DEL TRABAJO,exact_match,1,2,2,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO DE LA REVOLUCION DEMOCRATICA,exact_match,1,1,1,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO DEMOCRATICO SUDCALIFORNIANO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO DEL FRENTE CARDENISTA DE RECONSTRUCCION NACIONAL,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO AUTENTICO DE LA REVOLUCION MEXICANA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1996,1,PARTIDO DEMOCRATA MEXICANO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1999,1,PRD-PT,coalition_1,1,12,12,True
BAJA CALIFORNIA SUR,1999,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,5,5,True
BAJA CALIFORNIA SUR,1999,1,PARTIDO ACCION NACIONAL,exact_match,1,4,4,True
BAJA CALIFORNIA SUR,1999,1,MOVIMIENTO DE RENOVACION POLITICA SUDCALIFORNIANA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1999,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1999,1,PARTIDO POPULAR SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,1999,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,2002,1,PRD-PT,coalition_1,1,11,11,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO REVOLUCIONARIO INSTITUCIONAL,exact_match,1,6,6,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO ACCION NACIONAL,exact_match,1,2,2,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO VERDE ECOLOGISTA DE MEXICO,exact_match,1,1,1,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO ALIANZA SOCIAL,exact_match,1,1,1,True
BAJA CALIFORNIA SUR,2002,1,CONVERGENCIA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO DE LA REVOLUCION SOCIALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,2002,1,PARTIDO DE LA SOCIEDAD NACIONALISTA,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,2002,1,CANDIDATOS NO REGISTRADOS,exact_match,1,0,0,True
BAJA CALIFORNIA SUR,2005,1,PRD-C,coalition_1,1,16,16,True
BAJA CALIFORNIA SUR,2005,1,PRI-PVEM,coalition_1,1,2,2,True
